Substructure,Fold,Importance,Central Atom
3218693969,0,0.011098358709401013,C
3218693969,0,0.002013907608809984,C
3218693969,0,-0.0037328162126892273,C
3218693969,0,0.002189308799520062,C
3218693969,0,0.003479455629159245,C
3217380708,0,0.010036069929446612,C
3217380708,0,0.009302841672518547,C
3217380708,0,0.0138758509278476,C
3217380708,0,0.014277745729136704,C
3217380708,0,0.011079889256581155,C
951226070,0,0.009282494821932108,C
951226070,0,0.0036832016897456743,C
951226070,0,0.0052344964783967995,C
951226070,0,0.00866688585764358,C
951226070,0,0.0048977466772579525,C
2968968094,0,0.0017173720224725186,C
2968968094,0,0.006400332022331867,C
2968968094,0,0.0018174610169308103,C
2968968094,0,0.0021950585981462267,C
2968968094,0,0.003510428385473663,C
2245384272,0,-0.0012662877397504047,C
2245384272,0,0.0008636434625355349,C
2245384272,0,9.036573609988441e-05,C
2245384272,0,0.0036093410171523788,C
2245384272,0,-4.914787814369603e-05,C
864942730,0,-0.0008667168142741377,O
864942730,0,-0.00322089859587521,O
864942730,0,-0.007546767312890945,O
864942730,0,-0.003079579212656225,O
864942730,0,-0.006783420123246842,O
2246728737,0,-0.002749945792840325,C
2246728737,0,0.0014807492852055293,C
2246728737,0,-0.0015625202413476758,C
2246728737,0,-0.0013544676632260555,C
2246728737,0,0.004364990788945089,C
98513984,0,-0.0006004408122786131,C
98513984,0,0.001709770129238175,C
98513984,0,-9.534728815385751e-05,C
98513984,0,-0.0029875027544362664,C
98513984,0,0.003198312554477334,C
2041434490,0,-0.000320058720681915,N
2041434490,0,0.00028462478670898683,N
2041434490,0,0.0052660702461306275,N
2041434490,0,0.0009865559382152278,N
2041434490,0,0.0032831823723117326,N
2246699815,0,0.00820110594740503,C
2246699815,0,0.0019574453406095427,C
2246699815,0,0.004798596539833833,C
2246699815,0,-0.0012073433854632998,C
2246699815,0,0.0016902142117095065,C
994485099,0,-0.0022826377237685214,C
994485099,0,3.6863813012932845e-05,C
994485099,0,-0.002296926310802916,C
994485099,0,0.0017903962963276565,C
994485099,0,-0.007950249993707359,C
1510328189,0,-0.0021787874663031226,O
1510328189,0,-0.0027646524139139372,O
1510328189,0,-0.0029593118358169357,O
1510328189,0,-0.0028088638303283564,O
1510328189,0,-0.001216517364957037,O
3999906991,0,-0.00238014592564334,C
3999906991,0,-0.0020447974876501296,C
3999906991,0,-0.0026160758926163097,C
3999906991,0,0.001412583475005058,C
3999906991,0,-0.0008774269706522397,C
2976033787,0,0.007955300763405504,C
2976033787,0,0.005420119996878692,C
2976033787,0,0.002926613743928108,C
2976033787,0,0.002759844766917874,C
2976033787,0,0.007963981340270487,C
2092489639,0,0.0020450890779231123,N
2092489639,0,0.00045342303548245866,N
2092489639,0,-0.005819410988091689,N
2092489639,0,-0.0036790861016406384,N
2092489639,0,-0.002823616490762848,N
847961216,0,-0.0009491523021886716,N
847961216,0,-0.0004908691500698503,N
847961216,0,0.005378629947226099,N
847961216,0,0.007113730028763032,N
847961216,0,0.0019830219604258237,N
882399112,0,-0.001719891381320393,F
882399112,0,-0.0026423857310101106,F
882399112,0,-0.002924674860598553,F
882399112,0,-0.0016122038146461626,F
882399112,0,-0.002290812965038025,F
2803848648,0,-0.0022193776632000173,C
2803848648,0,-0.0014099109501871099,C
2803848648,0,-0.0005303391526657597,C
2803848648,0,-0.0008762851103509828,C
2803848648,0,0.003542112832964628,C
2117068077,0,-0.0009022597788983511,C
2117068077,0,0.0003519540556022327,C
2117068077,0,-0.0005766205335895336,C
2117068077,0,-0.0023084760149219563,C
2117068077,0,-0.0018608480063978527,C
864674487,0,0.002386930430650913,O
864674487,0,0.003337291585465696,O
864674487,0,0.0028165436873577865,O
864674487,0,0.0011685703403240821,O
864674487,0,0.002459688103474522,O
864662311,0,0.0026211903799940317,O
864662311,0,-0.0035289615349181624,O
864662311,0,-0.0008278840314595026,O
864662311,0,0.00038526378849529364,O
864662311,0,-0.002204973103073049,O
2245273601,0,0.0028648763065056704,C
2245273601,0,0.00043055996015578524,C
2245273601,0,0.00039679173947226865,C
2245273601,0,0.007865872739236612,C
2245273601,0,0.0031839932323217135,C
1100037548,0,0.00037917102515644396,N
1100037548,0,0.002082213042867209,N
1100037548,0,0.00024112208774096366,N
1100037548,0,0.0020202561815754194,N
1100037548,0,0.003187365916064111,N
485463469,0,-0.0015475280752200171,F
485463469,0,-0.0015318144519309018,F
485463469,0,-0.0009911996623175878,F
485463469,0,-0.000958930837939409,F
485463469,0,-0.001827721407257732,F
1101907775,0,-0.001303156602635691,N
1101907775,0,0.00017434121350451415,N
1101907775,0,-0.001745603912754301,N
1101907775,0,-0.0019028182566706575,N
1101907775,0,-0.0012144275136241056,N
10565946,0,-0.0006702625223013459,O
10565946,0,-0.0033264603909965995,O
10565946,0,0.003258235994544334,O
10565946,0,0.0013653695080543815,O
10565946,0,0.0017071574216183105,O
2076190208,0,0.0003915821475560799,O
2076190208,0,0.001445550892530345,O
2076190208,0,0.0010226383560155705,O
2076190208,0,-0.00025220172956091913,O
2076190208,0,0.001083310593038067,O
2142032900,0,0.0015457244102974332,C
2142032900,0,0.0006298047544805452,C
2142032900,0,0.0015954310662456006,C
2142032900,0,0.00239507005706735,C
2142032900,0,0.000890972622356101,C
2132511834,0,-0.0018948774444746408,N
2132511834,0,-0.004652974215868522,N
2132511834,0,-0.0018336076283508862,N
2132511834,0,-0.00024304279716425015,N
2132511834,0,-0.0008782110850285019,N
1312131881,0,-0.0019391095214378318,C
1312131881,0,-0.002323395108805082,C
1312131881,0,-0.0015286669499172678,C
1312131881,0,-0.002732473986542583,C
1312131881,0,-0.0006406463422880537,C
2353112200,0,-0.0024668360312435356,C
2353112200,0,-0.0012550031097280923,C
2353112200,0,0.0016136437274658078,C
2353112200,0,-0.0002141231228766638,C
2353112200,0,-0.0027894541280386043,C
4121755354,0,-0.003937474250157114,C
4121755354,0,-0.0032108284497690542,C
4121755354,0,-0.005030150136459799,C
4121755354,0,-0.005355516733560883,C
4121755354,0,-0.00504922883536868,C
