Substructure,Fold,Importance,Central Atom
847957139,0,-0.0038653295588044756,N
847957139,0,0.00023795016623906484,N
847957139,0,0.0005822212155031092,N
847957139,0,-0.0036112879981841095,N
847957139,0,0.0006368605212669909,N
864674487,0,0.004145847863916585,O
864674487,0,-0.0005279381298511909,O
864674487,0,0.00034280631284450136,O
864674487,0,-5.462014294566053e-05,O
864674487,0,0.0004501851809979862,O
864942730,0,0.00033798210521512884,O
864942730,0,0.00033429319617339637,O
864942730,0,0.0031258644892036003,O
864942730,0,0.001674079293163322,O
864942730,0,0.0022147844038022946,O
999334238,0,0.0014764060461863737,S
999334238,0,0.0018382184357289555,S
999334238,0,0.00044144749723062926,S
999334238,0,0.002440872725846477,S
999334238,0,0.002569726225922331,S
2041434490,0,0.0031085631792069357,N
2041434490,0,0.00389905728768275,N
2041434490,0,0.002550701654201515,N
2041434490,0,0.004782597346972395,N
2041434490,0,0.0034898217354419336,N
2245384272,0,0.0023330201055999367,C
2245384272,0,0.002905282112699914,C
2245384272,0,0.006489088155687606,C
2245384272,0,0.004416967043908981,C
2245384272,0,0.002610114725133672,C
2246728737,0,0.026836361208123327,C
2246728737,0,0.021845473203607302,C
2246728737,0,0.02067638845229869,C
2246728737,0,0.026146644461014223,C
2246728737,0,0.017729287195276833,C
3217380708,0,0.009374551229454242,C
3217380708,0,0.0012530295518219936,C
3217380708,0,-0.0010509626900128688,C
3217380708,0,0.007278197688861399,C
3217380708,0,0.002401697003193426,C
3218693969,0,0.027118804074231062,C
3218693969,0,0.02784624018349746,C
3218693969,0,0.02317970316783846,C
3218693969,0,0.03184187657918569,C
3218693969,0,0.012378144241175282,C
3351556771,0,0.0005237751729914031,S
3351556771,0,8.352438805497853e-05,S
3351556771,0,-0.001743300713363094,S
3351556771,0,-0.00045582779801750517,S
3351556771,0,0.0007697267960024567,S
951226070,0,-0.009822237632781616,C
951226070,0,-0.0010054586559418155,C
951226070,0,-0.002886328216739842,C
951226070,0,-0.00012365794101287797,C
951226070,0,-0.0018129138180556503,C
994485099,0,0.014485551398545071,C
994485099,0,0.019010450644976862,C
994485099,0,0.00861677065168831,C
994485099,0,0.007948107863058107,C
994485099,0,0.013639168038551253,C
1101907775,0,-0.000662521336497246,N
1101907775,0,0.002473845544286868,N
1101907775,0,0.00292112430386543,N
1101907775,0,0.0024245023398673515,N
1101907775,0,0.002175813646157654,N
1791271074,0,0.004131531123109489,S
1791271074,0,0.0042832619094081426,S
1791271074,0,0.001184430327989705,S
1791271074,0,0.0031767511854645103,S
1791271074,0,0.0055837648213669655,S
2115476908,0,-0.0031248697998595976,O
2115476908,0,0.0014634673481927485,O
2115476908,0,0.0017016821720222675,O
2115476908,0,0.004135106845447101,O
2115476908,0,-0.000758412139578668,O
2228063684,0,0.0013816532685709815,O
2228063684,0,-0.0001204002140802185,O
2228063684,0,3.918558741755618e-05,O
2228063684,0,0.0026808136112241865,O
2228063684,0,0.0014047714756689755,O
2487927669,0,-0.00015007288708585032,C
2487927669,0,4.689701465404594e-05,C
2487927669,0,-0.00037528786074009224,C
2487927669,0,8.295889214549046e-05,C
