Substructure,Fold,Importance,Central Atom
847961216,0,0.011742108702058163,N
847961216,0,0.017462504948818625,N
847961216,0,0.00929161454697125,N
847961216,0,0.03273551403702468,N
847961216,0,0.014341844313663588,N
864942730,0,0.006651862603963554,O
864942730,0,0.0003629824509313595,O
864942730,0,0.0015902299402335007,O
864942730,0,0.013035762570035359,O
864942730,0,0.012192521533191836,O
882399112,0,0.0022326689910574515,F
882399112,0,-0.0009039021130379243,F
882399112,0,5.806093133675638e-05,F
882399112,0,0.0013680801575171042,F
882399112,0,-0.001636318564519068,F
2041434490,0,-0.002122733824134637,N
2041434490,0,0.0025891919147454923,N
2041434490,0,-0.0005476014004991425,N
2041434490,0,-0.0044859877929301906,N
2041434490,0,0.0015817707117016244,N
2092489639,0,-0.004771220950974042,N
2092489639,0,-0.003064090318290802,N
2092489639,0,-0.003462054699023054,N
2092489639,0,-0.0061146187639204985,N
2092489639,0,-0.00611136797599221,N
2246699815,0,0.008758454796804482,C
2246699815,0,-0.0011173226043632578,C
2246699815,0,0.008570249848731004,C
2246699815,0,0.008190981929912633,C
2246699815,0,0.0066647785188509445,C
2246728737,0,-0.0007633751870431693,C
2246728737,0,-0.001311255932406885,C
2246728737,0,-0.003572622288297911,C
2246728737,0,-0.0023978192443241397,C
2246728737,0,-0.003612017093896469,C
2968968094,0,-0.0015942381118196902,C
2968968094,0,-0.00028053130335248255,C
2968968094,0,0.0044123003608563804,C
2968968094,0,-0.0008891510840032257,C
2968968094,0,0.0011448420240256496,C
2976033787,0,0.006803477567350225,C
2976033787,0,0.0016770109475728878,C
2976033787,0,0.001880819305698389,C
2976033787,0,0.004161645259356694,C
2976033787,0,0.004382653695158223,C
3217380708,0,0.0003315018864539221,C
3217380708,0,0.00011957998553535631,C
3217380708,0,0.00011245457230313338,C
3217380708,0,0.00012636810835786605,C
3217380708,0,9.738778029622086e-05,C
3218693969,0,2.6202280688947255e-05,C
3218693969,0,-0.00018446241325897894,C
3218693969,0,0.00030688314898008606,C
3218693969,0,0.00020828041348752713,C
3218693969,0,0.0003205833001124203,C
