Substructure,Fold,Importance,Central Atom
848128881,0,0.04057363760318644,N
848128881,0,0.053260752801547184,N
848128881,0,0.04369988977579764,N
848128881,0,0.04456006859312933,N
848128881,0,0.053434942753055714,N
864674487,0,0.032595863357795296,O
864674487,0,0.019859626515140394,O
864674487,0,0.019395098392195997,O
864674487,0,0.02709428521559687,O
864674487,0,0.03029440684676099,O
864942730,0,0.2693459123250781,O
864942730,0,0.24199906222006395,O
864942730,0,0.23673840946089464,O
864942730,0,0.2908357503583372,O
864942730,0,0.2683599997931627,O
2246699815,0,0.009930001022625201,C
2246699815,0,0.005339504064790113,C
2246699815,0,0.015361200384034879,C
2246699815,0,0.008514097021606548,C
2246699815,0,0.01458016529773798,C
2246728737,0,-0.009211867691387599,C
2246728737,0,0.007605113912945605,C
2246728737,0,-0.0011446698740684713,C
2246728737,0,0.013196302350111822,C
2246728737,0,-0.004049120599743716,C
3217380708,0,0.007320960311906544,C
3217380708,0,0.010740099147516835,C
3217380708,0,0.011549657324394058,C
3217380708,0,0.007590487704379312,C
3217380708,0,0.03259610208556285,C
3218693969,0,0.008058041568431706,C
3218693969,0,0.006815229460228056,C
3218693969,0,0.008058160642152812,C
3218693969,0,0.006346347239609362,C
3218693969,0,0.00512579615202069,C
951226070,0,-0.013191266224887421,C
951226070,0,-0.010078074832260753,C
951226070,0,-0.006695468937207849,C
951226070,0,-0.014666889639994296,C
951226070,0,-0.0021151801313860075,C
994637429,0,-0.00010469910583610353,N
994637429,0,-0.00022255947349258953,N
994637429,0,9.040110589486616e-05,N
994637429,0,0.0001104315767891384,N
994637429,0,-0.0004438051440411872,N
1510328189,0,0.003536561050040854,O
1510328189,0,0.0016437015531998167,O
1510328189,0,0.004634715394665867,O
1510328189,0,0.003120585928247821,O
1510328189,0,0.006758827509100618,O
1738265797,0,0.0006214728486265697,C
1738265797,0,0.0006299810143037821,C
1738265797,0,0.0010463701095477784,C
1738265797,0,0.0008999436445672471,C
1738265797,0,-0.00019418682882232918,C
2076190208,0,-9.872865159987754e-05,O
2076190208,0,0.001779100805303635,O
2076190208,0,-0.0005480322411377525,O
2076190208,0,-0.00492276180914375,O
2076190208,0,0.00059636187584855,O
2994748777,0,0.0,C
2994748777,0,0.0,C
2994748777,0,0.0,C
2994748777,0,0.0,C
2994748777,0,0.0,C
3162837314,0,0.00010673736773436637,C
3162837314,0,0.00010673736773436637,C
3162837314,0,0.00010673736773436637,C
3162837314,0,0.00010673736773436637,C
3162837314,0,0.00010673736773436637,C
3818546315,0,0.009042523324488072,C
3818546315,0,0.008421248856232744,C
3818546315,0,0.009679088864012142,C
3818546315,0,0.012012989295380194,C
3818546315,0,0.011173324304641796,C
3975275337,0,0.0004869848914039743,C
3975275337,0,0.00044155305151316604,C
3975275337,0,-0.0003588948947376158,C
3975275337,0,-0.0005903855289157711,C
3975275337,0,0.001031636499548294,C
999334238,0,0.0,S
999334238,0,0.0,S
999334238,0,0.0,S
999334238,0,0.0,S
999334238,0,0.0,S
1016841875,0,-0.0053055339006478075,Cl
1016841875,0,-0.003564481326027713,Cl
1016841875,0,-0.0012261484374588294,Cl
1016841875,0,1.0316123271181254e-06,Cl
1016841875,0,0.00104705833965002,Cl
1080831687,0,0.0,Cl
1080831687,0,0.0,Cl
1080831687,0,0.0,Cl
1080831687,0,0.0,Cl
1080831687,0,0.0,Cl
2228063684,0,0.0,O
2228063684,0,0.0,O
2228063684,0,0.0,O
2228063684,0,0.0,O
2228063684,0,0.0,O
3131243524,0,0.0,S
3131243524,0,0.0,S
3131243524,0,0.0,S
3131243524,0,0.0,S
3131243524,0,0.0,S
3835273908,0,0.0,C
3835273908,0,0.0,C
3835273908,0,0.0,C
3835273908,0,0.0,C
3835273908,0,0.0,C
2245273601,0,0.00307781334225532,C
2245273601,0,0.0015004915853465972,C
2245273601,0,0.004659986016416484,C
2245273601,0,0.0013585312302615282,C
2245273601,0,0.0035645361542494536,C
2246703798,0,0.00015217951707824362,C
2246703798,0,0.0003279273488898671,C
2246703798,0,0.0010194499470934648,C
2246703798,0,0.0005743738731711634,C
2246703798,0,0.0012918680578191122,C
2246997334,0,-0.002998489113868019,C
2246997334,0,0.0005201821087040814,C
2246997334,0,0.0001847679883631992,C
2246997334,0,-0.002019975575989874,C
2246997334,0,0.007003704840706115,C
99429666,0,0.0,C
99429666,0,0.0,C
99429666,0,0.0,C
99429666,0,0.0,C
99429666,0,0.0,C
187141432,0,0.0,C
187141432,0,0.0,C
187141432,0,0.0,C
187141432,0,0.0,C
187141432,0,0.0,C
3537119515,0,0.003588540298411824,C
3537119515,0,0.010896157252584304,C
3537119515,0,0.0034399721246811676,C
3537119515,0,0.0067660912917615335,C
3537119515,0,0.0032886468723526407,C
